Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
AGTC,Applied Genetic Technologies Corporation,6.47,$117.33M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/agtc
AMAT,"Applied Materials, Inc.",35.35,$34.75B,1972,Technology,Semiconductors,https://www.nasdaq.com/symbol/amat
AAOI,"Applied Optoelectronics, Inc.",20.14,$396.72M,2013,Technology,Semiconductors,https://www.nasdaq.com/symbol/aaoi
AREX,Approach Resources Inc.,1.68,$158.74M,2007,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/arex
APTI,"Apptio, Inc.",25.57,$1.14B,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/apti
APRI,"Apricus Biosciences, Inc.",0.3597,$8.43M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apri
APVO,Aptevo Therapeutics Inc.,3.7899,$85.91M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apvo
APTX,Aptinyx Inc.,26.46,$886.31M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aptx
APTO,"Aptose Biosciences, Inc.",2.56,$89.64M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/apto
AQMS,"Aqua Metals, Inc.",2.26,$87.64M,2015,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/aqms
AQB,"AquaBounty Technologies, Inc.",2.8,$35.98M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aqb
AQST,"Aquestive Therapeutics, Inc.",15.24,$379.87M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aqst
AQXP,"Aquinox Pharmaceuticals, Inc.",2.71,$63.79M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aqxp
ARDM,Aradigm Corporation,1.0735,$16.32M,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ardm
PETX,"Aratana Therapeutics, Inc.",6.33,$301.76M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/petx
ARAV,"Aravive, Inc.",5.95,$5.99M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arav
ABUS,Arbutus Biopharma Corporation,4.78,$264.83M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abus
ARCW,"ARC Group Worldwide, Inc.",1.78,$41.56M,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/arcw
ABIO,"ARCA biopharma, Inc.",0.6797,$9.46M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/abio
RKDA,"Arcadia Biosciences, Inc.",4.39,$20.96M,2015,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/rkda
ARCB,ArcBest Corporation,36.9,$947.74M,n/a,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/arcb
ACGL,Arch Capital Group Ltd.,28.69,$11.63B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acgl
ACGLO,Arch Capital Group Ltd.,22.62,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglo
ACGLP,Arch Capital Group Ltd.,22.2,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglp
FUV,"Arcimoto, Inc.",3.02,$48.3M,2017,Consumer Non-Durables,Motor Vehicles,https://www.nasdaq.com/symbol/fuv
ARCE,Arco Platform Limited,21.27,n/a,2018,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/arce
ARCT,Arcturus Therapeutics Ltd.,6.14,$65.73M,2013,n/a,n/a,https://www.nasdaq.com/symbol/arct
ARDX,"Ardelyx, Inc.",3.03,$188.02M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ardx
ARNA,"Arena Pharmaceuticals, Inc.",37.46,$1.85B,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arna
ARCC,Ares Capital Corporation,17.24,$7.35B,2004,n/a,n/a,https://www.nasdaq.com/symbol/arcc
ARGX,argenx SE,96.05,$3.45B,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/argx
ARDS,Aridis Pharmaceuticals Inc.,12.5,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ards
ARKR,Ark Restaurants Corp.,23.25,$80.68M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/arkr
ARTX,Arotech Corporation,2.77,$73.37M,1994,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artx
ARQL,"ArQule, Inc.",3.93,$427.65M,1996,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arql
ARRY,Array BioPharma Inc.,16.8,$3.58B,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arry
ARRS,ARRIS International plc,24.98,$4.5B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/arrs
DWCR,Arrow DWA Country Rotation ETF,26.69,$17.35M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwcr
DWAT,Arrow DWA Tactical ETF,11.493,$5.75M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwat
AROW,Arrow Financial Corporation,34.7,$500.94M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/arow
ARWR,"Arrowhead Pharmaceuticals, Inc.",14.22,$1.25B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arwr
ASNS,"Arsanis, Inc.",1.35,$19.33M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/asns
ARTNA,Artesian Resources Corporation,37.22,$343.97M,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/artna
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",2.1761,$9.14M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artw
ARVN,"Arvinas, Inc.",17.08,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arvn
ARYAU,ARYA Sciences Acquisition Corp.,10.28,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/aryau
ASNA,"Ascena Retail Group, Inc.",3.69,$724.62M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/asna
ASND,Ascendis Pharma A/S,64.92,$2.73B,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asnd
ASCMA,"Ascent Capital Group, Inc.",1.12,$13.92M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ascma
APWC,Asia Pacific Wire & Cable Corporation Limited,2.44,$33.72M,n/a,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/apwc
ASLN,ASLAN Pharmaceuticals Limited,5.26,$168.46M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asln
ASML,ASML Holding N.V.,175.72,$74.95B,1995,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/asml
ASPU,Aspen Group Inc.,5.89,$107.89M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/aspu
AZPN,"Aspen Technology, Inc.",86.16,$6.1B,1994,Technology,EDP Services,https://www.nasdaq.com/symbol/azpn
ASMB,"Assembly Biosciences, Inc.",23.78,$605.12M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asmb
ASRT,"Assertio Therapeutics, Inc.",5.15,$329.17M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asrt
ASFI,"Asta Funding, Inc.",3.8,$25.4M,1995,Finance,Finance Companies,https://www.nasdaq.com/symbol/asfi
ASTE,"Astec Industries, Inc.",40,$923.74M,1986,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/aste
ATRO,Astronics Corporation,29.34,$948.17M,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/atro
ALOT,"AstroNova, Inc.",19.58,$134.29M,1983,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/alot
ASTC,Astrotech Corporation,3.17,$14.28M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/astc
ASUR,Asure Software Inc,11.53,$175.52M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/asur
ASV,"ASV Holdings, Inc.",3.05,$29.99M,2017,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/asv
ATAI,ATA Inc.,1.26,$30.51M,2008,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/atai
ATRA,"Atara Biotherapeutics, Inc.",37.18,$1.69B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/atra
ATHN,"athenahealth, Inc.",127.19,$5.15B,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/athn
ATNX,"Athenex, Inc.",12.3,$816.02M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atnx
ATHX,"Athersys, Inc.",2.02,$279.94M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/athx
AAME,Atlantic American Corporation,2.71,$54.88M,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/aame
ACBI,"Atlantic Capital Bancshares, Inc.",15.22,$397.3M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/acbi
AY,Atlantica Yield plc,19.63,$1.97B,2014,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ay
ATLC,Atlanticus Holdings Corporation,3.62,$56.47M,1995,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/atlc
AAWW,Atlas Air Worldwide Holdings,53.8,$1.38B,n/a,Transportation,Transportation Services,https://www.nasdaq.com/symbol/aaww
AFH,"Atlas Financial Holdings, Inc.",9.81,$117.1M,2013,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afh
AFHBL,"Atlas Financial Holdings, Inc.",25.235,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afhbl
TEAM,Atlassian Corporation Plc,76.75,$18.06B,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/team
ATNI,"ATN International, Inc.",83.13,$1.33B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atni
ATOM,Atomera Incorporated,4.49,$55.71M,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/atom
ATOS,Atossa Genetics Inc.,1.33,$7.32M,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atos
ATRC,"AtriCure, Inc.",32.54,$1.15B,2005,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrc
ATRI,Atrion Corporation,673.5,$1.25B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atri
ATIS,Attis Industries Inc.,0.22,$4.76M,n/a,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/atis
ATISW,Attis Industries Inc.,0.165,n/a,n/a,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/atisw
ATTU,Attunity Ltd.,19.97,$426.1M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/attu
LIFE,"aTyr Pharma, Inc.",0.6387,$19.07M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/life
AUBN,"Auburn National Bancorporation, Inc.",40.37,$147.1M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/aubn
BOLD,"Audentes Therapeutics, Inc.",29.4,$1.1B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bold
AUDC,AudioCodes Ltd.,12.85,$370.29M,1999,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/audc
AEYE,"AudioEye, Inc.",7.5,$56.1M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/aeye
AUPH,Aurinia Pharmaceuticals Inc,5.6,$477.81M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/auph
EARS,Auris Medical Holding AG,0.95,$22.86M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ears
JG,Aurora Mobile Limited,6.75,$795.16M,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/jg
ADSK,"Autodesk, Inc.",135.23,$29.56B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/adsk
AUTL,Autolus Therapeutics plc,31.5,$1.26B,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/autl
ADP,"Automatic Data Processing, Inc.",140.91,$61.64B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/adp
AUTO,"AutoWeb, Inc.",2.39,$30.95M,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/auto
AVDL,Avadel Pharmaceuticals plc,4.08,$150M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/avdl
ATXI,"Avenue Therapeutics, Inc.",3.55,$37.47M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atxi
AVEO,"AVEO Pharmaceuticals, Inc.",2.58,$307.1M,2010,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aveo
AVNW,"Aviat Networks, Inc.",14.46,$77.66M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/avnw
CDMO,"Avid Bioservices, Inc.",5.46,$305.77M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cdmo
CDMOP,"Avid Bioservices, Inc.",25.9393,$18.16M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cdmop
AVID,"Avid Technology, Inc.",5.53,$231.1M,1993,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/avid
AVGR,"Avinger, Inc.",0.3386,$3.91M,2015,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/avgr
CAR,"Avis Budget Group, Inc.",30,$2.38B,n/a,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/car
AHPA,Avista Healthcare Public Acquisition Corp.,10.15,$121.81M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ahpa
AHPAU,Avista Healthcare Public Acquisition Corp.,10.36,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ahpau
AHPAW,Avista Healthcare Public Acquisition Corp.,0.21,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ahpaw
AVT,"Avnet, Inc.",41.82,$4.77B,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/avt
AVRO,"AVROBIO, Inc.",29.61,$708.77M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/avro
AWRE,"Aware, Inc.",3.8693,$83.36M,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/awre
ACLS,"Axcelis Technologies, Inc.",18.64,$603.11M,2000,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/acls
AXGN,"AxoGen, Inc.",38.25,$1.48B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/axgn
AAXN,"Axon Enterprise, Inc.",61.4,$3.58B,n/a,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/aaxn
AXNX,"Axonics Modulation Technologies, Inc.",14.5,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/axnx
AXON          ,Axovant Sciences Ltd.,2.1,$256.37M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axon
AXSM,"Axsome Therapeutics, Inc.",3.92,$102.91M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axsm
AXTI,AXT Inc,5.39,$212.96M,1998,Technology,Semiconductors,https://www.nasdaq.com/symbol/axti
AYTU,"Aytu BioScience, Inc.",1.14,$2.05M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aytu
AZRX,"AzurRx BioPharma, Inc.",2.4,$40.59M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/azrx
BCOM,B Communications Ltd.,9.5923,$286.7M,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/bcom
RILY,"B. Riley Financial, Inc.",19.1,$499.03M,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rily
RILYG,"B. Riley Financial, Inc.",24.82,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyg
RILYH,"B. Riley Financial, Inc.",25.54,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyh
RILYI,"B. Riley Financial, Inc.",25.063,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyi
RILYL,"B. Riley Financial, Inc.",25.4613,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyl
RILYZ,"B. Riley Financial, Inc.",25.01,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyz
BOSC,B.O.S. Better Online Solutions,2.25,$8M,n/a,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/bosc
BIDU,"Baidu, Inc.",201.47,$70.54B,2005,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/bidu
BCPC,Balchem Corporation,95.03,$3.06B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/bcpc
BLDP,"Ballard Power Systems, Inc.",2.99,$538.08M,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bldp
BANF,BancFirst Corporation,57.23,$1.87B,1993,Finance,Major Banks,https://www.nasdaq.com/symbol/banf
BANFP,BancFirst Corporation,26.4668,$26.47M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/banfp
BCTF,"Bancorp 34, Inc.",15.1132,$51.45M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bctf
BAND,Bandwidth Inc.,55.64,$1.05B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/band
BFC,Bank First National Corporation,50,$1.6B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bfc
BOCH,Bank of Commerce Holdings (CA),11.77,$192.06M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/boch
BMRC,Bank of Marin Bancorp,83.05,$580.81M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bmrc
BMLP,Bank Of Montreal,46.7,$46.7M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bmlp
BKSC,Bank of South Carolina Corp.,19.8,$109.11M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bksc
BOTJ,"Bank of the James Financial Group, Inc.",14.88,$65.15M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/botj
OZK,Bank OZK,27.41,$3.52B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ozk
BSVN,Bank7 Corp.,18.35,$28.15M,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/bsvn
BFIN,BankFinancial Corporation,14.12,$246.3M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bfin
BWFG,"Bankwell Financial Group, Inc.",30.66,$240.46M,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/bwfg
BANR,Banner Corporation,59.1,$1.92B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/banr
BZUN,Baozun Inc.,44.92,$2.56B,2015,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/bzun
DFVL,Barclays PLC,62.64,$4.46M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dfvl
DFVS,Barclays PLC,37.6999,$4.64M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dfvs
DLBS,Barclays PLC,22.8909,$21.15M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dlbs
DTUL,Barclays PLC,54.728,$3.83M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtul
DTUS,Barclays PLC,41.75,$6.52M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtus
DTYL,Barclays PLC,72.62,$4.64M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtyl
DTYS,Barclays PLC,24.4186,$73.39M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtys
FLAT,Barclays PLC,62.805,$2.89M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/flat
STPP,Barclays PLC,30.37,$2.52M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/stpp
TAPR,Barclays PLC,31.1,$19.75M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/tapr
BBSI,"Barrett Business Services, Inc.",65.15,$479.5M,1993,Technology,Professional Services,https://www.nasdaq.com/symbol/bbsi
BSET,"Bassett Furniture Industries, Incorporated",20.56,$218.73M,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/bset
ZTEST,BATS BZX Exchange,10,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ztest
BCML,BayCom Corp,24.4,$265.21M,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/bcml
BCBP,"BCB Bancorp, Inc. (NJ)",12.03,$189.87M,2005,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bcbp
BECN,"Beacon Roofing Supply, Inc.",29.44,$2.01B,2004,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/becn
BBGI,"Beasley Broadcast Group, Inc.",6.865,$188.84M,2000,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/bbgi
BBBY,Bed Bath & Beyond Inc.,14.2,$1.96B,1992,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/bbby
BGNE,"BeiGene, Ltd.",130.09,$7.72B,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bgne
BELFA,Bel Fuse Inc.,21.6152,$259.65M,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/belfa
BELFB,Bel Fuse Inc.,25.49,$306.2M,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/belfb
BLPH,"Bellerophon Therapeutics, Inc.",0.78,$45.08M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/blph
BLCM,"Bellicum Pharmaceuticals, Inc.",4.41,$191.17M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/blcm
